Data,ID,Região,ID do produto,Categoria,Pontos,Column1
11/20/2019,C188,NE,941254104-X,Smartphones e Tablets,516,11
8/9/2019,C132,NE,733547075-7,Cozinha,975,8
8/31/2019,C219,SE,281914369-5,Produtos para o negócio,861,8
10/12/2019,C190,NO,847676762-5,Produtos para o negócio,295,10
9/21/2019,C155,SE,542176934-8,Cozinha,973,9
6/19/2019,C209,NO,281914369-5,Produtos para o negócio,470,6
3/24/2019,C119,NO,094714157-X,Smartphones e Tablets,1000,3
11/27/2019,C156,NO,542176934-8,Cozinha,328,11
2/23/2019,C005,CO,941254104-X,Smartphones e Tablets,756,2
1/12/2019,C168,NE,542176934-8,Cozinha,736,1
4/2/2019,C198,NE,782417101-9,Produtos para o negócio,623,4
11/26/2019,C114,CO,281914369-5,Produtos para o negócio,437,11
3/13/2019,C138,NE,788959641-3,Smartphones e Tablets,792,3
1/4/2019,C079,SE,949632246-8,Cozinha,766,1
3/9/2019,C133,CO,788959641-3,Smartphones e Tablets,361,3
9/27/2019,C063,NO,782417101-9,Produtos para o negócio,25,9
1/12/2019,C048,CO,941254104-X,Smartphones e Tablets,969,1
9/23/2019,C092,NE,733547075-7,Cozinha,716,9
8/11/2019,C145,SUL,949632246-8,Cozinha,296,8
12/24/2019,C208,SUL,733547075-7,Cozinha,126,12
1/7/2019,C188,NE,094714157-X,Smartphones e Tablets,208,1
11/25/2019,C113,NE,733547075-7,Cozinha,693,11
12/12/2019,C133,CO,733547075-7,Cozinha,661,12
9/4/2019,C144,NE,788959641-3,Smartphones e Tablets,353,9
1/21/2019,C214,NE,788959641-3,Smartphones e Tablets,713,1
8/22/2019,C076,SUL,788959641-3,Smartphones e Tablets,770,8
5/28/2019,C190,NO,733547075-7,Cozinha,806,5
7/8/2019,C205,CO,847676762-5,Produtos para o negócio,999,7
2/26/2019,C189,NE,281914369-5,Produtos para o negócio,687,2
9/27/2019,C004,SE,281914369-5,Produtos para o negócio,267,9
3/8/2019,C125,SUL,941254104-X,Smartphones e Tablets,381,3
3/16/2019,C256,SUL,847676762-5,Produtos para o negócio,474,3
4/5/2019,C011,NO,271951398-9,Produtos para o negócio,52,4
3/2/2019,C153,NE,782417101-9,Produtos para o negócio,216,3
12/7/2019,C111,NO,782417101-9,Produtos para o negócio,763,12
2/9/2019,C121,SE,847676762-5,Produtos para o negócio,844,2
5/2/2019,C225,SUL,733547075-7,Cozinha,522,5
11/4/2019,C155,SE,949632246-8,Cozinha,192,11
6/15/2019,C082,SE,094714157-X,Smartphones e Tablets,838,6
2/22/2019,C080,SE,941254104-X,Smartphones e Tablets,852,2
9/8/2019,C002,CO,847676762-5,Produtos para o negócio,45,9
8/28/2019,C077,SUL,271951398-9,Produtos para o negócio,288,8
8/24/2019,C246,CO,847676762-5,Produtos para o negócio,881,8
12/3/2019,C122,NO,847676762-5,Produtos para o negócio,962,12
7/20/2019,C188,NE,782417101-9,Produtos para o negócio,230,7
9/23/2019,C231,CO,271951398-9,Produtos para o negócio,394,9
9/17/2019,C083,NE,094714157-X,Smartphones e Tablets,790,9
2/19/2019,C041,SUL,949632246-8,Cozinha,801,2
11/26/2019,C099,SE,542176934-8,Cozinha,297,11
12/2/2019,C251,SE,941254104-X,Smartphones e Tablets,704,12
8/15/2019,C049,SUL,847676762-5,Produtos para o negócio,535,8
3/16/2019,C134,SE,281914369-5,Produtos para o negócio,767,3
7/24/2019,C172,SE,281914369-5,Produtos para o negócio,96,7
8/11/2019,C087,CO,788959641-3,Smartphones e Tablets,504,8
10/19/2019,C177,CO,949632246-8,Cozinha,846,10
2/27/2019,C122,NO,949632246-8,Cozinha,940,2
6/28/2019,C214,NE,281914369-5,Produtos para o negócio,427,6
9/16/2019,C009,NO,941254104-X,Smartphones e Tablets,152,9
2/2/2019,C066,CO,941254104-X,Smartphones e Tablets,224,2
10/12/2019,C235,SUL,733547075-7,Cozinha,240,10
5/25/2019,C076,SUL,949632246-8,Cozinha,666,5
12/1/2019,C153,NE,094714157-X,Smartphones e Tablets,355,12
12/13/2019,C252,SE,094714157-X,Smartphones e Tablets,42,12
1/3/2019,C001,CO,271951398-9,Produtos para o negócio,735,1
7/18/2019,C135,NE,542176934-8,Cozinha,559,7
3/29/2019,C124,SUL,542176934-8,Cozinha,712,3
11/30/2019,C219,SE,542176934-8,Cozinha,90,11
7/21/2019,C258,CO,788959641-3,Smartphones e Tablets,420,7
11/5/2019,C001,CO,949632246-8,Cozinha,296,11
10/8/2019,C256,SUL,094714157-X,Smartphones e Tablets,468,10
4/15/2019,C168,NE,271951398-9,Produtos para o negócio,244,4
10/25/2019,C230,NE,542176934-8,Cozinha,957,10
3/6/2019,C180,SE,271951398-9,Produtos para o negócio,834,3
9/5/2019,C037,SE,271951398-9,Produtos para o negócio,489,9
2/6/2019,C207,CO,281914369-5,Produtos para o negócio,418,2
1/1/2019,C192,SUL,733547075-7,Cozinha,950,1
12/19/2019,C120,CO,949632246-8,Cozinha,543,12
7/1/2019,C016,SE,782417101-9,Produtos para o negócio,582,7
4/28/2019,C150,CO,847676762-5,Produtos para o negócio,763,4
7/16/2019,C262,NO,949632246-8,Cozinha,247,7
1/6/2019,C011,NO,941254104-X,Smartphones e Tablets,918,1
8/21/2019,C101,SUL,941254104-X,Smartphones e Tablets,980,8
4/19/2019,C158,CO,542176934-8,Cozinha,154,4
9/9/2019,C042,NO,281914369-5,Produtos para o negócio,572,9
8/1/2019,C014,SE,733547075-7,Cozinha,774,8
2/19/2019,C023,NO,788959641-3,Smartphones e Tablets,148,2
6/18/2019,C133,CO,941254104-X,Smartphones e Tablets,799,6
6/18/2019,C165,CO,788959641-3,Smartphones e Tablets,510,6
9/14/2019,C086,SE,542176934-8,Cozinha,491,9
9/9/2019,C129,SUL,847676762-5,Produtos para o negócio,689,9
4/17/2019,C238,SE,847676762-5,Produtos para o negócio,347,4
9/30/2019,C231,CO,941254104-X,Smartphones e Tablets,553,9
10/12/2019,C128,CO,542176934-8,Cozinha,616,10
11/30/2019,C135,NE,094714157-X,Smartphones e Tablets,774,11
7/3/2019,C154,SUL,271951398-9,Produtos para o negócio,918,7
9/14/2019,C224,CO,271951398-9,Produtos para o negócio,539,9
5/26/2019,C208,SUL,281914369-5,Produtos para o negócio,720,5
11/10/2019,C053,NO,949632246-8,Cozinha,530,11
7/6/2019,C256,SUL,271951398-9,Produtos para o negócio,713,7
5/25/2019,C151,NO,949632246-8,Cozinha,278,5
6/1/2019,C052,SE,733547075-7,Cozinha,447,6
10/10/2019,C128,CO,271951398-9,Produtos para o negócio,836,10
2/17/2019,C219,SE,847676762-5,Produtos para o negócio,597,2
9/12/2019,C020,SUL,271951398-9,Produtos para o negócio,430,9
4/11/2019,C184,SE,847676762-5,Produtos para o negócio,825,4
2/15/2019,C056,CO,542176934-8,Cozinha,389,2
7/11/2019,C057,CO,281914369-5,Produtos para o negócio,124,7
6/5/2019,C134,SE,542176934-8,Cozinha,677,6
8/9/2019,C237,NO,788959641-3,Smartphones e Tablets,905,8
11/9/2019,C099,SE,542176934-8,Cozinha,872,11
6/2/2019,C177,CO,949632246-8,Cozinha,679,6
9/21/2019,C143,SE,281914369-5,Produtos para o negócio,111,9
1/10/2019,C221,CO,094714157-X,Smartphones e Tablets,534,1
11/30/2019,C177,CO,281914369-5,Produtos para o negócio,594,11
7/18/2019,C182,NO,782417101-9,Produtos para o negócio,41,7
9/16/2019,C005,CO,094714157-X,Smartphones e Tablets,798,9
3/28/2019,C020,SUL,542176934-8,Cozinha,436,3
1/2/2019,C063,NO,949632246-8,Cozinha,145,1
5/4/2019,C110,SUL,847676762-5,Produtos para o negócio,916,5
5/16/2019,C215,SUL,094714157-X,Smartphones e Tablets,812,5
5/9/2019,C003,NO,281914369-5,Produtos para o negócio,569,5
8/12/2019,C180,SE,847676762-5,Produtos para o negócio,449,8
11/30/2019,C155,SE,281914369-5,Produtos para o negócio,103,11
9/12/2019,C006,NO,949632246-8,Cozinha,253,9
6/18/2019,C123,SUL,788959641-3,Smartphones e Tablets,692,6
4/7/2019,C091,CO,941254104-X,Smartphones e Tablets,83,4
4/1/2019,C201,NE,281914369-5,Produtos para o negócio,464,4
1/27/2019,C077,SUL,782417101-9,Produtos para o negócio,652,1
6/24/2019,C138,NE,788959641-3,Smartphones e Tablets,197,6
1/20/2019,C211,CO,271951398-9,Produtos para o negócio,684,1
8/19/2019,C196,CO,949632246-8,Cozinha,577,8
12/1/2019,C137,CO,847676762-5,Produtos para o negócio,695,12
3/13/2019,C154,SUL,271951398-9,Produtos para o negócio,148,3
5/23/2019,C173,CO,094714157-X,Smartphones e Tablets,838,5
5/23/2019,C081,NE,788959641-3,Smartphones e Tablets,333,5
7/31/2019,C183,NE,782417101-9,Produtos para o negócio,35,7
8/22/2019,C188,NE,094714157-X,Smartphones e Tablets,661,8
1/12/2019,C141,NE,847676762-5,Produtos para o negócio,998,1
10/28/2019,C035,NO,949632246-8,Cozinha,887,10
6/22/2019,C022,SUL,281914369-5,Produtos para o negócio,419,6
8/15/2019,C054,NO,271951398-9,Produtos para o negócio,487,8
5/2/2019,C094,NE,941254104-X,Smartphones e Tablets,802,5
5/31/2019,C008,SE,271951398-9,Produtos para o negócio,936,5
6/22/2019,C152,SE,271951398-9,Produtos para o negócio,176,6
8/3/2019,C112,NE,782417101-9,Produtos para o negócio,769,8
10/13/2019,C223,SUL,941254104-X,Smartphones e Tablets,558,10
4/7/2019,C098,SUL,788959641-3,Smartphones e Tablets,104,4
7/21/2019,C097,SUL,094714157-X,Smartphones e Tablets,739,7
9/8/2019,C229,NE,782417101-9,Produtos para o negócio,215,9
10/1/2019,C082,SE,782417101-9,Produtos para o negócio,36,10
11/2/2019,C212,CO,788959641-3,Smartphones e Tablets,616,11
9/1/2019,C214,NE,733547075-7,Cozinha,649,9
2/3/2019,C137,CO,949632246-8,Cozinha,323,2
7/5/2019,C171,NE,941254104-X,Smartphones e Tablets,444,7
11/13/2019,C056,CO,782417101-9,Produtos para o negócio,380,11
11/29/2019,C158,CO,788959641-3,Smartphones e Tablets,596,11
8/8/2019,C102,SE,941254104-X,Smartphones e Tablets,64,8
7/2/2019,C160,SUL,733547075-7,Cozinha,764,7
8/4/2019,C236,NO,733547075-7,Cozinha,60,8
11/24/2019,C030,CO,733547075-7,Cozinha,861,11
6/9/2019,C098,SUL,271951398-9,Produtos para o negócio,615,6
11/9/2019,C081,NE,949632246-8,Cozinha,221,11
3/8/2019,C015,NE,782417101-9,Produtos para o negócio,572,3
5/26/2019,C025,SUL,788959641-3,Smartphones e Tablets,966,5
5/8/2019,C086,SE,941254104-X,Smartphones e Tablets,534,5
2/24/2019,C005,CO,542176934-8,Cozinha,994,2
6/24/2019,C122,NO,782417101-9,Produtos para o negócio,832,6
3/27/2019,C136,CO,941254104-X,Smartphones e Tablets,541,3
12/3/2019,C101,SUL,847676762-5,Produtos para o negócio,986,12
6/5/2019,C039,CO,847676762-5,Produtos para o negócio,386,6
11/27/2019,C116,NO,941254104-X,Smartphones e Tablets,655,11
6/5/2019,C194,SE,941254104-X,Smartphones e Tablets,451,6
3/4/2019,C140,NO,542176934-8,Cozinha,423,3
6/17/2019,C141,NE,542176934-8,Cozinha,894,6
9/15/2019,C012,NO,733547075-7,Cozinha,952,9
7/28/2019,C232,SE,847676762-5,Produtos para o negócio,229,7
5/12/2019,C119,NO,094714157-X,Smartphones e Tablets,305,5
4/11/2019,C248,NE,941254104-X,Smartphones e Tablets,903,4
5/16/2019,C142,SE,733547075-7,Cozinha,252,5
6/29/2019,C129,SUL,949632246-8,Cozinha,672,6
1/30/2019,C158,CO,271951398-9,Produtos para o negócio,264,1
11/26/2019,C221,CO,094714157-X,Smartphones e Tablets,343,11
5/13/2019,C022,SUL,941254104-X,Smartphones e Tablets,297,5
2/17/2019,C105,CO,782417101-9,Produtos para o negócio,788,2
8/1/2019,C135,NE,847676762-5,Produtos para o negócio,398,8
5/30/2019,C110,SUL,788959641-3,Smartphones e Tablets,705,5
1/20/2019,C179,NO,782417101-9,Produtos para o negócio,106,1
9/3/2019,C236,NO,281914369-5,Produtos para o negócio,876,9
5/9/2019,C107,NO,847676762-5,Produtos para o negócio,848,5
2/25/2019,C219,SE,094714157-X,Smartphones e Tablets,398,2
12/8/2019,C105,CO,281914369-5,Produtos para o negócio,105,12
12/18/2019,C025,SUL,782417101-9,Produtos para o negócio,950,12
12/8/2019,C262,NO,782417101-9,Produtos para o negócio,655,12
4/18/2019,C197,SE,949632246-8,Cozinha,154,4
1/26/2019,C214,NE,941254104-X,Smartphones e Tablets,605,1
2/14/2019,C154,SUL,281914369-5,Produtos para o negócio,385,2
1/10/2019,C153,NE,782417101-9,Produtos para o negócio,776,1
7/31/2019,C026,SUL,542176934-8,Cozinha,845,7
10/18/2019,C187,SUL,542176934-8,Cozinha,530,10
6/13/2019,C083,NE,281914369-5,Produtos para o negócio,751,6
10/13/2019,C095,NE,788959641-3,Smartphones e Tablets,481,10
5/5/2019,C021,SUL,949632246-8,Cozinha,546,5
9/4/2019,C012,NO,542176934-8,Cozinha,316,9
7/26/2019,C197,SE,782417101-9,Produtos para o negócio,68,7
5/30/2019,C008,SE,281914369-5,Produtos para o negócio,868,5
10/8/2019,C116,NO,949632246-8,Cozinha,689,10
9/15/2019,C034,NE,782417101-9,Produtos para o negócio,145,9
10/18/2019,C062,SUL,271951398-9,Produtos para o negócio,56,10
12/30/2019,C153,NE,281914369-5,Produtos para o negócio,766,12
6/3/2019,C260,SUL,788959641-3,Smartphones e Tablets,678,6
10/7/2019,C029,CO,733547075-7,Cozinha,393,10
10/26/2019,C175,SE,782417101-9,Produtos para o negócio,873,10
7/31/2019,C110,SUL,094714157-X,Smartphones e Tablets,737,7
12/30/2019,C094,NE,949632246-8,Cozinha,604,12
4/29/2019,C172,SE,094714157-X,Smartphones e Tablets,357,4
7/17/2019,C094,NE,847676762-5,Produtos para o negócio,34,7
6/23/2019,C169,CO,782417101-9,Produtos para o negócio,456,6
5/8/2019,C004,SE,271951398-9,Produtos para o negócio,281,5
5/20/2019,C236,NO,094714157-X,Smartphones e Tablets,169,5
4/6/2019,C051,SUL,094714157-X,Smartphones e Tablets,390,4
11/14/2019,C177,CO,271951398-9,Produtos para o negócio,256,11
10/1/2019,C145,SUL,949632246-8,Cozinha,484,10
9/10/2019,C175,SE,847676762-5,Produtos para o negócio,997,9
1/17/2019,C005,CO,542176934-8,Cozinha,706,1
8/17/2019,C012,NO,542176934-8,Cozinha,963,8
5/28/2019,C042,NO,941254104-X,Smartphones e Tablets,514,5
3/14/2019,C243,SE,281914369-5,Produtos para o negócio,585,3
5/14/2019,C071,NO,788959641-3,Smartphones e Tablets,210,5
5/21/2019,C132,NE,733547075-7,Cozinha,46,5
3/20/2019,C113,NE,782417101-9,Produtos para o negócio,912,3
10/1/2019,C120,CO,733547075-7,Cozinha,807,10
1/1/2019,C230,NE,782417101-9,Produtos para o negócio,450,1
11/15/2019,C081,NE,788959641-3,Smartphones e Tablets,771,11
10/23/2019,C094,NE,941254104-X,Smartphones e Tablets,527,10
1/15/2019,C224,CO,271951398-9,Produtos para o negócio,758,1
3/5/2019,C105,CO,949632246-8,Cozinha,528,3
6/30/2019,C226,SUL,949632246-8,Cozinha,993,6
10/15/2019,C159,CO,941254104-X,Smartphones e Tablets,707,10
10/27/2019,C180,SE,941254104-X,Smartphones e Tablets,874,10
12/6/2019,C110,SUL,941254104-X,Smartphones e Tablets,422,12
2/26/2019,C123,SUL,847676762-5,Produtos para o negócio,835,2
4/1/2019,C004,SE,941254104-X,Smartphones e Tablets,894,4
5/11/2019,C259,CO,094714157-X,Smartphones e Tablets,434,5
10/21/2019,C047,NE,847676762-5,Produtos para o negócio,636,10
5/4/2019,C126,NE,782417101-9,Produtos para o negócio,806,5
7/23/2019,C102,SE,281914369-5,Produtos para o negócio,361,7
2/15/2019,C242,SE,542176934-8,Cozinha,215,2
9/6/2019,C123,SUL,094714157-X,Smartphones e Tablets,133,9
6/6/2019,C150,CO,271951398-9,Produtos para o negócio,159,6
5/10/2019,C127,CO,847676762-5,Produtos para o negócio,184,5
10/4/2019,C202,SE,733547075-7,Cozinha,478,10
12/17/2019,C203,NE,271951398-9,Produtos para o negócio,393,12
4/24/2019,C092,NE,542176934-8,Cozinha,401,4
10/28/2019,C077,SUL,271951398-9,Produtos para o negócio,564,10
4/8/2019,C030,CO,782417101-9,Produtos para o negócio,192,4
12/5/2019,C174,SUL,733547075-7,Cozinha,893,12
3/3/2019,C047,NE,271951398-9,Produtos para o negócio,218,3
3/19/2019,C148,SUL,847676762-5,Produtos para o negócio,350,3
6/24/2019,C076,SUL,271951398-9,Produtos para o negócio,420,6
6/1/2019,C113,NE,281914369-5,Produtos para o negócio,716,6
8/1/2019,C064,SUL,281914369-5,Produtos para o negócio,461,8
8/3/2019,C143,SE,542176934-8,Cozinha,734,8
9/30/2019,C027,NO,271951398-9,Produtos para o negócio,100,9
9/4/2019,C257,NE,782417101-9,Produtos para o negócio,406,9
11/8/2019,C231,CO,281914369-5,Produtos para o negócio,539,11
11/11/2019,C004,SE,788959641-3,Smartphones e Tablets,359,11
11/26/2019,C202,SE,788959641-3,Smartphones e Tablets,910,11
7/13/2019,C256,SUL,094714157-X,Smartphones e Tablets,144,7
8/1/2019,C046,SE,788959641-3,Smartphones e Tablets,951,8
1/19/2019,C147,NO,941254104-X,Smartphones e Tablets,489,1
6/16/2019,C032,SUL,542176934-8,Cozinha,596,6
10/4/2019,C057,CO,847676762-5,Produtos para o negócio,132,10
6/29/2019,C201,NE,733547075-7,Cozinha,174,6
10/18/2019,C014,SE,733547075-7,Cozinha,603,10
1/19/2019,C019,SE,788959641-3,Smartphones e Tablets,284,1
9/26/2019,C080,SE,733547075-7,Cozinha,238,9
7/6/2019,C247,CO,782417101-9,Produtos para o negócio,624,7
2/14/2019,C122,NO,733547075-7,Cozinha,134,2
3/4/2019,C078,NO,733547075-7,Cozinha,268,3
5/2/2019,C134,SE,782417101-9,Produtos para o negócio,872,5
2/7/2019,C249,SE,733547075-7,Cozinha,152,2
6/17/2019,C221,CO,941254104-X,Smartphones e Tablets,444,6
2/1/2019,C054,NO,788959641-3,Smartphones e Tablets,940,2
1/17/2019,C239,SE,847676762-5,Produtos para o negócio,181,1
10/31/2019,C156,NO,782417101-9,Produtos para o negócio,456,10
11/28/2019,C156,NO,782417101-9,Produtos para o negócio,178,11
1/23/2019,C037,SE,281914369-5,Produtos para o negócio,50,1
5/24/2019,C213,NO,281914369-5,Produtos para o negócio,317,5
3/20/2019,C014,SE,949632246-8,Cozinha,47,3
10/2/2019,C262,NO,941254104-X,Smartphones e Tablets,674,10
10/24/2019,C216,SE,788959641-3,Smartphones e Tablets,998,10
7/20/2019,C091,CO,271951398-9,Produtos para o negócio,217,7
10/10/2019,C253,SE,782417101-9,Produtos para o negócio,211,10
3/24/2019,C255,SUL,542176934-8,Cozinha,834,3
3/12/2019,C015,NE,094714157-X,Smartphones e Tablets,768,3
4/2/2019,C106,CO,094714157-X,Smartphones e Tablets,402,4
5/19/2019,C192,SUL,788959641-3,Smartphones e Tablets,428,5
7/12/2019,C023,NO,281914369-5,Produtos para o negócio,74,7
3/4/2019,C184,SE,281914369-5,Produtos para o negócio,679,3
12/1/2019,C196,CO,949632246-8,Cozinha,173,12
10/30/2019,C035,NO,782417101-9,Produtos para o negócio,897,10
2/2/2019,C219,SE,094714157-X,Smartphones e Tablets,555,2
1/6/2019,C222,NO,949632246-8,Cozinha,690,1
1/21/2019,C107,NO,788959641-3,Smartphones e Tablets,933,1
8/31/2019,C034,NE,733547075-7,Cozinha,408,8
2/2/2019,C036,SUL,782417101-9,Produtos para o negócio,814,2
10/2/2019,C072,SE,788959641-3,Smartphones e Tablets,832,10
11/23/2019,C087,CO,941254104-X,Smartphones e Tablets,934,11
4/5/2019,C252,SE,788959641-3,Smartphones e Tablets,345,4
3/21/2019,C032,SUL,788959641-3,Smartphones e Tablets,445,3
11/14/2019,C048,CO,542176934-8,Cozinha,915,11
4/12/2019,C069,SE,733547075-7,Cozinha,73,4
2/23/2019,C114,CO,271951398-9,Produtos para o negócio,98,2
9/11/2019,C034,NE,542176934-8,Cozinha,112,9
4/10/2019,C029,CO,847676762-5,Produtos para o negócio,483,4
10/21/2019,C235,SUL,094714157-X,Smartphones e Tablets,30,10
8/4/2019,C146,SE,949632246-8,Cozinha,575,8
7/14/2019,C257,NE,949632246-8,Cozinha,827,7
6/28/2019,C041,SUL,281914369-5,Produtos para o negócio,970,6
3/21/2019,C063,NO,733547075-7,Cozinha,725,3
6/4/2019,C086,SE,788959641-3,Smartphones e Tablets,112,6
1/21/2019,C128,CO,782417101-9,Produtos para o negócio,536,1
2/8/2019,C111,NO,949632246-8,Cozinha,266,2
1/19/2019,C079,SE,733547075-7,Cozinha,952,1
2/12/2019,C215,SUL,733547075-7,Cozinha,431,2
8/30/2019,C064,SUL,788959641-3,Smartphones e Tablets,751,8
7/1/2019,C191,SUL,949632246-8,Cozinha,268,7
7/5/2019,C246,CO,271951398-9,Produtos para o negócio,226,7
2/9/2019,C135,NE,782417101-9,Produtos para o negócio,100,2
11/3/2019,C158,CO,788959641-3,Smartphones e Tablets,684,11
10/3/2019,C146,SE,788959641-3,Smartphones e Tablets,953,10
8/14/2019,C001,CO,733547075-7,Cozinha,891,8
5/23/2019,C234,SUL,271951398-9,Produtos para o negócio,982,5
6/7/2019,C253,SE,094714157-X,Smartphones e Tablets,446,6
11/28/2019,C067,SE,949632246-8,Cozinha,573,11
8/10/2019,C204,NE,941254104-X,Smartphones e Tablets,649,8
4/29/2019,C058,NO,788959641-3,Smartphones e Tablets,219,4
2/28/2019,C078,NO,782417101-9,Produtos para o negócio,579,2
5/14/2019,C132,NE,733547075-7,Cozinha,23,5
7/23/2019,C141,NE,847676762-5,Produtos para o negócio,59,7
9/26/2019,C181,NO,949632246-8,Cozinha,122,9
5/18/2019,C235,SUL,949632246-8,Cozinha,834,5
8/17/2019,C260,SUL,094714157-X,Smartphones e Tablets,594,8
4/18/2019,C135,NE,094714157-X,Smartphones e Tablets,466,4
3/22/2019,C180,SE,941254104-X,Smartphones e Tablets,639,3
2/2/2019,C099,SE,788959641-3,Smartphones e Tablets,199,2
3/25/2019,C103,CO,542176934-8,Cozinha,976,3
7/7/2019,C262,NO,281914369-5,Produtos para o negócio,215,7
9/29/2019,C104,SE,281914369-5,Produtos para o negócio,910,9
3/25/2019,C258,CO,271951398-9,Produtos para o negócio,91,3
12/13/2019,C149,NO,733547075-7,Cozinha,407,12
3/11/2019,C194,SE,733547075-7,Cozinha,922,3
6/14/2019,C171,NE,542176934-8,Cozinha,75,6
2/26/2019,C019,SE,271951398-9,Produtos para o negócio,946,2
4/8/2019,C263,SE,782417101-9,Produtos para o negócio,93,4
3/15/2019,C151,NO,094714157-X,Smartphones e Tablets,253,3
10/7/2019,C254,NO,847676762-5,Produtos para o negócio,293,10
6/5/2019,C234,SUL,281914369-5,Produtos para o negócio,25,6
1/23/2019,C136,CO,788959641-3,Smartphones e Tablets,960,1
3/26/2019,C092,NE,782417101-9,Produtos para o negócio,643,3
9/10/2019,C235,SUL,094714157-X,Smartphones e Tablets,200,9
10/29/2019,C154,SUL,733547075-7,Cozinha,255,10
7/23/2019,C062,SUL,782417101-9,Produtos para o negócio,661,7
11/28/2019,C008,SE,941254104-X,Smartphones e Tablets,612,11
6/3/2019,C158,CO,733547075-7,Cozinha,380,6
8/12/2019,C125,SUL,542176934-8,Cozinha,684,8
7/16/2019,C201,NE,941254104-X,Smartphones e Tablets,644,7
3/11/2019,C025,SUL,271951398-9,Produtos para o negócio,47,3
2/18/2019,C182,NO,281914369-5,Produtos para o negócio,251,2
1/16/2019,C148,SUL,788959641-3,Smartphones e Tablets,907,1
10/20/2019,C173,CO,949632246-8,Cozinha,709,10
1/5/2019,C053,NO,782417101-9,Produtos para o negócio,831,1
2/5/2019,C076,SUL,271951398-9,Produtos para o negócio,107,2
2/17/2019,C080,SE,281914369-5,Produtos para o negócio,841,2
11/7/2019,C031,SUL,281914369-5,Produtos para o negócio,682,11
3/2/2019,C011,NO,949632246-8,Cozinha,854,3
12/24/2019,C093,NE,733547075-7,Cozinha,459,12
9/5/2019,C160,SUL,949632246-8,Cozinha,735,9
11/8/2019,C251,SE,094714157-X,Smartphones e Tablets,366,11
6/17/2019,C134,SE,782417101-9,Produtos para o negócio,32,6
6/11/2019,C071,NO,788959641-3,Smartphones e Tablets,635,6
7/12/2019,C036,SUL,788959641-3,Smartphones e Tablets,452,7
11/7/2019,C205,CO,271951398-9,Produtos para o negócio,721,11
1/31/2019,C021,SUL,941254104-X,Smartphones e Tablets,693,1
12/15/2019,C180,SE,271951398-9,Produtos para o negócio,581,12
1/29/2019,C205,CO,949632246-8,Cozinha,956,1
3/16/2019,C121,SE,281914369-5,Produtos para o negócio,388,3
4/12/2019,C118,SUL,782417101-9,Produtos para o negócio,357,4
11/17/2019,C147,NO,733547075-7,Cozinha,931,11
1/20/2019,C117,SUL,788959641-3,Smartphones e Tablets,159,1
4/18/2019,C220,NO,271951398-9,Produtos para o negócio,300,4
3/14/2019,C114,CO,788959641-3,Smartphones e Tablets,458,3
10/17/2019,C136,CO,542176934-8,Cozinha,391,10
7/11/2019,C020,SUL,847676762-5,Produtos para o negócio,782,7
6/26/2019,C172,SE,782417101-9,Produtos para o negócio,691,6
1/28/2019,C026,SUL,782417101-9,Produtos para o negócio,593,1
1/29/2019,C112,NE,281914369-5,Produtos para o negócio,224,1
3/1/2019,C238,SE,949632246-8,Cozinha,808,3
4/25/2019,C205,CO,094714157-X,Smartphones e Tablets,321,4
8/5/2019,C041,SUL,949632246-8,Cozinha,873,8
9/30/2019,C053,NO,733547075-7,Cozinha,166,9
10/6/2019,C255,SUL,281914369-5,Produtos para o negócio,851,10
12/18/2019,C171,NE,782417101-9,Produtos para o negócio,836,12
7/15/2019,C160,SUL,271951398-9,Produtos para o negócio,583,7
7/2/2019,C241,SUL,733547075-7,Cozinha,455,7
1/5/2019,C233,SUL,094714157-X,Smartphones e Tablets,987,1
12/11/2019,C257,NE,949632246-8,Cozinha,599,12
9/4/2019,C165,CO,788959641-3,Smartphones e Tablets,41,9
1/31/2019,C026,SUL,847676762-5,Produtos para o negócio,200,1
6/29/2019,C228,SUL,788959641-3,Smartphones e Tablets,770,6
1/22/2019,C185,SUL,271951398-9,Produtos para o negócio,522,1
12/2/2019,C186,SUL,788959641-3,Smartphones e Tablets,737,12
11/6/2019,C088,SUL,281914369-5,Produtos para o negócio,883,11
12/17/2019,C255,SUL,788959641-3,Smartphones e Tablets,469,12
8/8/2019,C052,SE,733547075-7,Cozinha,350,8
9/8/2019,C014,SE,847676762-5,Produtos para o negócio,804,9
8/3/2019,C022,SUL,788959641-3,Smartphones e Tablets,311,8
11/9/2019,C168,NE,847676762-5,Produtos para o negócio,595,11
10/27/2019,C187,SUL,949632246-8,Cozinha,79,10
7/26/2019,C055,SUL,949632246-8,Cozinha,561,7
8/11/2019,C199,NO,271951398-9,Produtos para o negócio,537,8
1/27/2019,C116,NO,542176934-8,Cozinha,693,1
8/8/2019,C024,NE,782417101-9,Produtos para o negócio,647,8
3/12/2019,C254,NO,542176934-8,Cozinha,436,3
1/23/2019,C013,CO,788959641-3,Smartphones e Tablets,334,1
12/17/2019,C028,CO,542176934-8,Cozinha,334,12
6/11/2019,C188,NE,733547075-7,Cozinha,951,6
5/26/2019,C130,CO,788959641-3,Smartphones e Tablets,129,5
7/10/2019,C136,CO,733547075-7,Cozinha,669,7
8/12/2019,C205,CO,733547075-7,Cozinha,358,8
8/23/2019,C185,SUL,949632246-8,Cozinha,982,8
8/4/2019,C194,SE,941254104-X,Smartphones e Tablets,951,8
